EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
335,25,,1372,18,1,1,1,93,4,2,3,6232,12477,2,11,3,2,80,0,6,3,2,3,2,1,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
336,42,,179,2,5,1,4,79,4,2,1,6272,12858,7,16,3,1,80,1,10,3,4,4,3,0,3,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
337,32,,967,8,3,1,2,43,3,3,4,8998,15589,1,14,3,4,80,0,9,2,3,9,8,3,7,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
338,32,,430,24,4,1,1,80,3,2,4,5309,21146,1,15,3,4,80,2,10,2,3,10,8,4,7,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
339,55,,147,20,2,1,2,37,3,2,4,5415,15972,3,19,3,4,80,1,12,4,3,10,7,0,8,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True
343,27,,1277,8,5,1,1,87,1,1,3,4621,5869,1,19,3,4,80,3,3,4,3,3,2,1,2,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
344,38,,1186,3,4,1,3,44,3,1,3,2821,2997,3,16,3,1,80,1,8,2,3,2,2,2,2,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
345,37,,1231,21,2,1,3,54,3,1,4,2973,21222,5,15,3,2,80,1,10,3,3,5,4,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
347,26,,496,11,2,1,1,60,3,2,1,4741,22722,1,13,3,3,80,1,5,3,3,5,3,3,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
349,45,,252,1,3,1,3,70,4,5,4,19202,15970,0,11,3,3,80,1,25,2,3,24,0,1,7,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
350,26,,1443,23,3,1,3,47,2,2,4,4157,21436,7,19,3,3,80,1,5,2,2,2,2,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
351,41,,802,9,1,1,3,96,3,3,3,8189,21196,3,13,3,3,80,1,12,2,3,9,7,0,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
352,19,,645,9,2,1,3,54,3,1,1,2552,7172,1,25,4,3,80,0,1,4,3,1,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
353,40,,630,4,4,1,3,67,2,3,4,10855,8552,7,11,3,1,80,1,15,2,2,12,11,2,11,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
355,43,,559,10,4,1,3,82,2,2,3,5257,6227,1,11,3,2,80,1,9,3,4,9,7,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
356,35,,727,3,3,1,3,41,2,1,3,1281,16900,1,18,3,3,80,2,1,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
357,52,,621,3,4,1,3,31,2,4,1,16856,10084,1,11,3,1,80,0,34,3,4,34,6,1,16,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
358,49,,470,20,4,1,3,96,3,2,1,6567,5549,1,14,3,3,80,0,16,2,2,15,11,5,11,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
359,37,,1413,5,2,1,3,84,4,1,3,3500,25470,0,14,3,1,80,0,7,2,1,6,5,1,3,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
360,43,,313,21,3,1,4,61,3,1,4,2258,15238,7,20,4,1,80,1,8,1,3,3,2,1,2,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
362,23,,541,2,1,1,3,62,3,1,1,2322,9518,3,13,3,3,80,1,3,3,3,0,0,0,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
363,55,,836,8,3,1,4,33,3,4,3,14756,19730,2,14,3,3,80,3,21,2,3,5,0,0,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
364,53,,102,23,4,1,4,72,3,4,4,14275,20206,6,18,3,3,80,0,33,0,3,12,9,3,8,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
365,34,,669,1,3,1,4,97,2,2,1,5343,25755,0,20,4,3,80,0,14,3,3,13,9,4,9,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
366,58,,289,2,3,1,4,51,3,1,3,2479,26227,4,24,4,1,80,0,7,4,3,1,0,0,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
367,34,,618,3,1,1,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,1,2,6,2,0,4,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
368,30,,829,1,1,1,3,88,2,3,3,8474,20925,1,22,4,3,80,0,12,2,3,11,8,5,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
369,32,,120,6,5,1,3,43,3,1,3,3038,12430,3,20,4,1,80,0,8,2,3,5,4,1,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
370,36,,1396,5,2,1,4,62,3,2,2,5914,9945,8,16,3,4,80,0,16,3,4,13,11,3,7,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
373,40,,1184,2,4,1,2,62,3,2,2,4327,25440,5,12,3,4,80,3,5,2,3,0,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
374,36,,1105,24,4,1,2,47,3,2,2,5674,6927,7,15,3,3,80,1,11,3,3,9,8,0,8,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
375,21,,391,15,2,1,3,96,3,1,4,1232,19281,1,14,3,4,80,0,0,6,3,0,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
377,34,,204,14,3,1,3,31,3,1,3,2579,2912,1,18,3,4,80,2,8,3,3,8,2,0,6,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
379,34,,665,6,4,1,1,41,3,2,3,4809,12482,1,14,3,3,80,0,16,3,3,16,13,2,10,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
381,39,,1383,2,3,1,4,42,2,2,4,5204,7790,8,11,3,3,80,2,13,2,3,5,4,0,4,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
382,45,,549,8,4,1,4,75,3,2,4,3697,9278,9,14,3,1,80,2,12,3,3,10,9,9,8,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
385,31,,307,29,2,1,3,71,2,1,2,3479,11652,0,11,3,2,80,0,6,2,4,5,4,1,4,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
386,38,,1035,3,4,1,2,42,3,2,4,6861,4981,8,12,3,3,80,0,19,1,3,1,0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
388,31,,1327,3,4,1,2,73,3,3,3,13675,13523,9,12,3,1,80,1,9,3,3,2,2,2,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
389,26,,991,6,3,1,3,71,3,1,4,2659,17759,1,13,3,3,80,1,3,2,3,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
391,30,,1138,6,3,1,1,48,2,2,4,4627,23631,0,12,3,1,80,1,10,6,3,9,2,6,7,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
393,34,,943,9,3,1,4,86,3,3,4,8500,5494,0,11,3,4,80,1,10,0,2,9,7,1,6,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
394,35,,735,6,1,1,3,66,3,1,3,3506,6020,0,14,3,4,80,0,4,3,3,3,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
395,27,,1240,2,4,1,4,33,3,1,1,2341,19715,1,13,3,4,80,1,1,6,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
399,31,,691,5,4,1,3,86,3,1,4,4821,10077,0,12,3,3,80,1,6,4,3,5,2,0,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
400,39,,443,8,1,1,3,48,3,1,3,3755,17872,1,11,3,1,80,1,8,3,3,8,3,0,7,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
401,29,,1252,23,2,1,3,81,4,1,3,2700,23779,1,24,4,3,80,1,10,3,3,10,7,0,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
403,29,,121,27,3,1,2,35,3,3,4,7639,24525,1,22,4,4,80,3,10,3,2,10,4,1,9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
404,44,,935,3,3,1,1,89,3,1,1,2362,14669,4,12,3,3,80,0,10,4,4,3,2,1,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
405,26,,841,6,3,1,3,46,2,1,2,2368,23300,1,19,3,3,80,0,5,3,2,5,4,4,3,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
406,48,,163,2,5,1,2,37,3,2,4,4051,19658,2,14,3,1,80,1,14,2,3,9,7,6,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
407,38,,364,3,5,1,4,32,3,2,3,4317,2302,3,20,4,2,80,0,19,2,3,3,2,2,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True
409,23,,1243,6,3,1,3,63,4,1,1,1601,3445,1,21,4,3,80,2,1,2,3,0,0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
411,50,,939,24,3,1,4,95,3,4,3,13973,4161,3,18,3,4,80,1,22,2,3,12,11,1,5,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
412,37,,1189,3,3,1,3,87,3,3,4,7428,14506,2,12,3,1,80,0,12,3,3,5,3,1,3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
414,31,,1398,8,2,1,4,96,4,1,2,2109,24609,9,18,3,4,80,0,8,3,3,3,2,0,2,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
415,49,,1184,11,3,1,3,43,3,3,4,7654,5860,1,18,3,1,80,2,9,3,4,9,8,7,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
416,34,,135,19,3,1,3,46,3,2,2,4444,22534,4,13,3,3,80,2,15,2,4,11,8,5,10,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
417,41,,1102,1,2,1,2,94,3,2,4,5993,19479,8,11,3,1,80,0,8,0,1,6,4,0,5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
418,34,,970,8,2,1,2,96,3,2,3,6142,7360,3,11,3,4,80,0,10,2,3,5,1,4,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
419,39,,505,2,4,1,3,64,3,3,3,10938,6420,0,25,4,4,80,0,20,1,3,19,6,11,8,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
420,32,,1125,16,1,1,2,72,1,1,1,3919,4681,1,22,4,2,80,0,10,5,3,10,2,6,7,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
421,37,,889,9,3,1,2,53,3,1,4,2326,11411,1,12,3,3,80,3,4,3,2,4,2,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
422,30,,138,22,3,1,1,48,3,1,3,2132,11539,4,11,3,2,80,0,7,2,3,5,2,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
424,55,,452,1,3,1,4,81,3,5,1,19045,18938,0,14,3,3,80,0,37,2,3,36,10,4,13,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True
425,37,,1225,10,2,1,4,80,4,1,4,4680,15232,3,17,3,1,80,0,4,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
426,35,,619,1,3,1,2,85,3,2,3,4717,18659,9,11,3,3,80,0,15,2,3,11,9,6,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
427,46,,638,1,3,1,3,40,2,3,1,10673,3142,2,13,3,3,80,1,21,5,2,10,9,9,5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
429,36,,922,3,2,1,1,39,3,1,4,2835,2561,5,22,4,1,80,1,7,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
430,24,,1269,4,1,1,1,46,2,1,4,3162,10778,0,17,3,4,80,0,6,2,2,5,2,3,4,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
431,50,,1464,2,4,1,2,62,3,5,3,19237,12853,2,11,3,4,80,1,29,2,2,8,1,7,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
432,32,,1184,1,3,1,3,70,2,1,2,2332,3974,6,20,4,3,80,0,5,3,3,3,0,0,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
433,34,,121,2,4,1,3,86,2,1,1,4381,7530,1,11,3,3,80,0,6,3,3,6,5,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
434,26,,652,7,3,1,3,100,4,1,1,3578,23577,0,12,3,4,80,0,8,2,3,7,7,0,7,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
435,33,,1141,1,3,1,3,42,4,2,1,5376,3193,2,19,3,1,80,2,10,3,3,5,3,1,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
438,38,,1391,10,1,1,3,66,3,1,3,2684,12127,0,17,3,2,80,1,3,0,2,2,1,0,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
439,37,,1462,11,3,1,1,94,3,1,3,3629,19106,4,18,3,1,80,0,8,6,3,3,2,0,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
440,35,,1276,16,3,1,4,72,3,3,3,7632,14295,4,12,3,3,80,0,10,2,3,8,7,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
441,32,,128,2,1,1,4,84,2,2,1,2176,19737,4,13,3,4,80,0,9,5,3,6,2,0,4,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
442,38,,240,2,4,1,1,75,4,2,1,5980,26085,6,12,3,4,80,0,17,2,3,15,7,4,12,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
443,39,,117,10,1,1,3,99,3,4,1,17068,5355,1,14,3,4,80,0,21,3,3,21,9,11,10,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
444,33,,117,9,3,1,1,60,3,1,4,2781,6311,0,13,3,2,80,1,15,5,3,14,10,4,10,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
446,59,,326,3,3,1,3,48,2,2,4,5171,16490,5,17,3,4,80,0,13,2,3,6,1,0,5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
447,36,,928,1,2,1,2,56,3,2,4,6201,2823,1,14,3,4,80,1,18,1,2,18,14,4,11,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
448,37,,663,11,3,1,2,47,3,3,4,12185,10056,1,14,3,3,80,3,10,1,3,10,8,0,7,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
450,28,,1117,8,2,1,4,66,3,1,4,3310,4488,1,21,4,4,80,0,5,3,3,5,3,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
451,49,,1245,18,4,1,4,58,2,5,3,19502,2125,1,17,3,3,80,1,31,5,3,31,9,0,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
452,34,,254,1,2,1,2,83,2,1,4,3622,22794,1,13,3,4,80,1,6,3,3,6,5,1,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
456,35,,1204,4,3,1,4,86,3,3,1,9582,10333,0,22,4,1,80,0,9,2,3,8,7,4,7,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True
457,27,,994,8,3,1,4,37,3,3,3,8726,2975,1,15,3,4,80,0,9,0,3,9,8,1,7,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
458,48,,1355,4,4,1,3,78,2,3,3,10999,22245,7,14,3,2,80,0,27,3,3,15,11,4,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
459,41,,933,9,4,1,3,94,3,1,1,2238,6961,2,21,4,4,80,1,7,2,3,5,0,1,4,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
460,36,,469,3,3,1,3,46,3,1,2,3692,9256,1,12,3,3,80,0,12,2,2,11,10,0,7,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
461,40,,1151,9,5,1,4,63,2,2,4,4876,14242,9,14,3,4,80,1,5,5,1,3,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
463,31,,746,8,4,1,3,61,3,2,4,4424,20682,1,23,4,4,80,0,11,2,3,11,7,1,8,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
464,20,,1362,10,1,1,4,32,3,1,3,1009,26999,1,11,3,4,80,0,1,5,3,1,0,1,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
466,36,,318,9,3,1,4,79,2,1,3,3388,21777,0,17,3,1,80,1,2,0,2,1,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
468,35,,944,1,3,1,3,92,3,3,3,8789,9096,1,14,3,1,80,0,10,3,4,10,7,0,8,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
469,24,,1206,17,1,1,4,41,2,2,3,4377,24117,1,15,3,2,80,2,5,6,3,4,2,3,2,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
470,23,,373,1,2,1,4,47,3,1,3,1223,16901,1,22,4,4,80,1,1,2,3,1,0,0,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
471,28,,1476,16,2,1,2,68,4,2,1,5661,4824,0,19,3,3,80,0,9,2,3,8,3,0,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
472,60,,1179,16,4,1,1,84,3,2,1,5405,11924,8,14,3,4,80,0,10,1,3,2,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
473,47,,1379,16,4,1,3,64,4,2,3,5067,6759,1,19,3,3,80,0,20,3,4,19,10,2,7,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
474,41,,427,10,4,1,2,73,2,5,4,19141,8861,3,15,3,2,80,3,23,2,2,21,6,12,6,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
475,24,,477,24,3,1,4,49,3,1,2,3597,6409,8,22,4,4,80,0,6,2,3,4,3,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
476,29,,1086,7,1,1,1,62,2,1,4,2532,6054,6,14,3,3,80,3,8,5,3,4,3,0,3,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
477,37,,504,10,3,1,1,61,3,3,3,10048,22573,6,11,3,2,80,2,17,5,3,1,0,0,0,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
480,55,,135,18,4,1,3,62,3,2,2,6385,12992,3,14,3,4,80,2,17,3,3,8,7,6,7,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
481,30,,852,1,1,1,4,55,2,2,4,5126,15998,1,12,3,3,80,2,10,1,2,10,8,3,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
484,26,,703,28,2,1,1,66,3,2,2,6272,7428,1,20,4,4,80,2,6,5,4,5,3,1,4,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
485,29,,318,8,4,1,2,77,1,1,1,2119,4759,1,11,3,4,80,0,7,4,2,7,7,0,7,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True
486,25,,688,3,3,1,1,91,3,1,1,4031,9396,5,13,3,3,80,1,6,5,3,2,2,0,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
488,37,,1107,14,3,1,4,95,3,1,1,3034,26914,1,12,3,3,80,1,18,2,2,18,7,12,17,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
489,36,,1278,8,3,1,1,77,2,1,1,2342,8635,0,21,4,3,80,0,6,3,3,5,4,0,3,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
490,41,,906,5,2,1,1,95,2,1,1,2107,20293,6,17,3,1,80,1,5,2,1,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
491,36,,1174,3,4,1,1,99,3,2,2,9278,20763,3,16,3,4,80,0,15,3,3,5,4,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
492,38,,1333,1,3,1,4,80,3,3,1,13582,16292,1,13,3,2,80,1,15,3,3,15,12,5,11,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
494,38,,362,1,1,1,3,43,3,1,1,2619,14561,3,17,3,4,80,0,8,3,2,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
495,51,,1318,26,4,1,1,66,3,4,3,16307,5594,2,14,3,3,80,1,29,2,2,20,6,4,17,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
496,37,,1319,6,3,1,3,51,4,2,1,5974,17001,4,13,3,1,80,2,13,2,3,7,7,6,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
497,20,,871,6,3,1,4,66,2,1,4,2926,19783,1,18,3,2,80,0,1,5,3,1,0,1,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
498,45,,974,1,4,1,4,91,3,1,4,2270,11005,3,14,3,4,80,2,8,2,3,5,3,0,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
499,24,,984,17,2,1,4,97,3,1,2,2210,3372,1,13,3,1,80,1,1,3,1,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
500,52,,956,6,2,1,4,78,3,2,1,5577,22087,3,12,3,2,80,2,18,3,3,10,9,6,9,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
501,49,,1261,7,3,1,2,31,2,3,3,10965,12066,8,24,4,3,80,0,26,2,3,5,2,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
505,19,,528,22,1,1,4,50,3,1,3,1675,26820,1,19,3,4,80,0,0,2,2,0,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True
507,24,,673,11,2,1,1,96,4,2,3,4011,8232,0,18,3,4,80,1,5,5,2,4,2,1,3,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
508,22,,604,6,1,1,1,69,3,1,3,2773,12145,0,20,4,4,80,0,3,3,3,2,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
510,42,,570,8,3,1,2,66,3,5,4,18430,16225,1,13,3,2,80,1,24,4,2,24,7,14,9,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
511,33,,1392,3,4,1,4,56,3,1,3,2909,23159,1,11,3,3,80,0,8,3,3,8,7,3,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
512,37,,1115,1,4,1,1,51,2,2,3,5993,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
513,39,,1218,1,1,1,2,52,3,5,3,19197,8213,1,14,3,3,80,1,21,3,3,21,8,1,6,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
514,36,,607,7,3,1,1,83,4,2,1,4639,2261,2,16,3,4,80,1,17,2,2,15,7,6,13,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
515,50,,1046,10,3,1,4,100,2,3,4,10496,2755,6,15,3,4,80,0,20,2,3,4,3,1,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
516,33,,213,7,3,1,3,49,3,3,3,11691,25995,0,11,3,4,80,0,14,3,4,13,9,3,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
517,43,,1001,9,5,1,4,72,3,2,3,5679,19627,3,13,3,2,80,1,10,3,3,8,7,4,7,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
519,30,,1275,28,2,1,4,64,3,2,4,5775,11934,1,13,3,4,80,2,11,2,3,10,8,1,9,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
521,36,,1218,9,4,1,3,82,2,1,1,3407,6986,7,23,4,2,80,0,10,4,3,5,3,0,3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
